FID,Join_Count,TARGET_FID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,FID_FLU_di,OBJECTID,Jurisdicti,Juris_zn,Zone_adj,Jurisdic_1,Zone_adj_1,Juris_zn_1,Key,Definition,Res_Use,MaxDU_Res
2161,1,2161,53,61,41601,2,530610416012.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2162,1,2162,53,61,51100,3,530610511003.0,-1,0, , , , , , , , , ,0
2163,1,2163,53,61,50300,4,530610503004.0,338,341,Edmonds,Edmonds_RS-12,RS-12,Edmonds,RS-12,Edmonds_RS-12,Edmonds_RS-12,"Single family 12,000 sqft",Y,3.7
2164,1,2164,53,61,50300,1,530610503001.0,337,340,Edmonds,Edmonds_RS-10,RS-10,Edmonds,RS-10,Edmonds_RS-10,Edmonds_RS-10,"Single family 10,000 sqft",Y,4.4
2165,1,2165,53,61,50401,4,530610504014.0,338,341,Edmonds,Edmonds_RS-12,RS-12,Edmonds,RS-12,Edmonds_RS-12,Edmonds_RS-12,"Single family 12,000 sqft",Y,3.7
2166,1,2166,53,61,50401,5,530610504015.0,338,341,Edmonds,Edmonds_RS-12,RS-12,Edmonds,RS-12,Edmonds_RS-12,Edmonds_RS-12,"Single family 12,000 sqft",Y,3.7
2167,1,2167,53,61,50401,1,530610504011.0,341,344,Edmonds,Edmonds_RS-8,RS-8,Edmonds,RS-8,Edmonds_RS-8,Edmonds_RS-8,"Single family 8,000 sqft",Y,5.5
2168,1,2168,53,61,53602,2,530610536022.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2169,1,2169,53,61,52004,3,530610520043.0,867,870,MillCreek,MillCreek_LDR, ,MillCreek, ,MillCreek_LDR,MillCreek_LDR,Low density residential,Y,4
2170,1,2170,53,61,52206,2,530610522062.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2171,1,2171,53,61,52204,1,530610522041.0,1458,1466,Snoco,Snoco_A-10,A-10,Snoco,A-10,Snoco_A-10,Snoco_A-10,Agriculture 10-acre,Y,0.1
2172,1,2172,53,61,52208,3,530610522083.0,-1,0, , , , , , , , , ,0
2173,1,2173,53,61,41607,1,530610416071.0,-1,0, , , , , , , , , ,0
2174,1,2174,53,61,41400,1,530610414001.0,375,378,Everett,Everett_R-1,R-1,Everett,R-1,Everett_R-1,Everett_R-1,Single family detached low density,Y,7.26
2175,1,2175,53,61,41400,3,530610414003.0,-1,0, , , , , , , , , ,0
2176,1,2176,53,61,41811,1,530610418111.0,-1,0, , , , , , , , , ,0
2177,1,2177,53,61,41812,2,530610418122.0,-1,0, , , , , , , , , ,0
2178,1,2178,53,61,41808,1,530610418081.0,-1,0, , , , , , , , , ,0
2179,1,2179,53,61,41701,3,530610417013.0,-1,0, , , , , , , , , ,0
2180,1,2180,53,61,41701,1,530610417011.0,-1,0, , , , , , , , , ,0
2181,1,2181,53,61,41601,4,530610416014.0,375,378,Everett,Everett_R-1,R-1,Everett,R-1,Everett_R-1,Everett_R-1,Single family detached low density,Y,7.26
2182,1,2182,53,61,41202,4,530610412024.0,375,378,Everett,Everett_R-1,R-1,Everett,R-1,Everett_R-1,Everett_R-1,Single family detached low density,Y,7.26
2183,1,2183,53,61,41202,3,530610412023.0,375,378,Everett,Everett_R-1,R-1,Everett,R-1,Everett_R-1,Everett_R-1,Single family detached low density,Y,7.26
2184,1,2184,53,61,51200,1,530610512001.0,893,896,MLT,MLT_RS 7200,RS 7200,MLT,RS 7200,MLT_RS 7200,MLT_RS 7200,Single family residential,Y,6.05
2185,1,2185,53,61,51200,4,530610512004.0,893,896,MLT,MLT_RS 7200,RS 7200,MLT,RS 7200,MLT_RS 7200,MLT_RS 7200,Single family residential,Y,6.05
2186,1,2186,53,61,51200,2,530610512002.0,893,896,MLT,MLT_RS 7200,RS 7200,MLT,RS 7200,MLT_RS 7200,MLT_RS 7200,Single family residential,Y,6.05
2187,1,2187,53,61,51300,4,530610513004.0,893,896,MLT,MLT_RS 7200,RS 7200,MLT,RS 7200,MLT_RS 7200,MLT_RS 7200,Single family residential,Y,6.05
2188,1,2188,53,61,42006,3,530610420063.0,-1,0, , , , , , , , , ,0
2189,1,2189,53,61,42006,1,530610420061.0,-1,0, , , , , , , , , ,0
2190,1,2190,53,61,50401,6,530610504016.0,341,344,Edmonds,Edmonds_RS-8,RS-8,Edmonds,RS-8,Edmonds_RS-8,Edmonds_RS-8,"Single family 8,000 sqft",Y,5.5
2191,1,2191,53,61,51905,5,530610519055.0,-1,0, , , , , , , , , ,0
2192,1,2192,53,61,41905,4,530610419054.0,-1,0, , , , , , , , , ,0
2193,1,2193,53,61,41806,5,530610418065.0,375,378,Everett,Everett_R-1,R-1,Everett,R-1,Everett_R-1,Everett_R-1,Single family detached low density,Y,7.26
2194,1,2194,53,61,41806,3,530610418063.0,1477,1485,Snoco,"Snoco_R-7,200","R-7,200",Snoco,"R-7,200","Snoco_R-7,200",Snoco_R-7200,Residential,Y,6.05
2195,1,2195,53,61,41701,2,530610417012.0,1477,1485,Snoco,"Snoco_R-7,200","R-7,200",Snoco,"R-7,200","Snoco_R-7,200",Snoco_R-7200,Residential,Y,6.05
2196,1,2196,53,61,53802,3,530610538023.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2197,1,2197,53,61,53801,3,530610538013.0,-1,0, , , , , , , , , ,0
2198,1,2198,53,61,53505,1,530610535051.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2199,1,2199,53,61,53301,1,530610533011.0,1458,1466,Snoco,Snoco_A-10,A-10,Snoco,A-10,Snoco_A-10,Snoco_A-10,Agriculture 10-acre,Y,0.1
2200,1,2200,53,61,52806,2,530610528062.0,845,848,Marysville,Marysville_R6.5 SFH,R6.5 SFH,Marysville,R6.5 SFH,Marysville_R6.5 SFH,Marysville_R-6.5,High density single family,Y,6.5
2201,1,2201,53,61,52709,1,530610527091.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2202,1,2202,53,61,41904,2,530610419042.0,375,378,Everett,Everett_R-1,R-1,Everett,R-1,Everett_R-1,Everett_R-1,Single family detached low density,Y,7.26
2203,1,2203,53,61,41901,2,530610419012.0,-1,0, , , , , , , , , ,0
2204,1,2204,53,61,41905,3,530610419053.0,-1,0, , , , , , , , , ,0
2205,1,2205,53,61,53604,1,530610536041.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2206,1,2206,53,61,53504,5,530610535045.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2207,1,2207,53,61,52606,3,530610526063.0,1477,1485,Snoco,"Snoco_R-7,200","R-7,200",Snoco,"R-7,200","Snoco_R-7,200",Snoco_R-7200,Residential,Y,6.05
2208,1,2208,53,61,52904,4,530610529044.0,845,848,Marysville,Marysville_R6.5 SFH,R6.5 SFH,Marysville,R6.5 SFH,Marysville_R6.5 SFH,Marysville_R-6.5,High density single family,Y,6.5
2209,1,2209,53,61,51912,1,530610519121.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2210,1,2210,53,61,51912,2,530610519122.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2211,1,2211,53,61,52401,1,530610524011.0,-1,0, , , , , , , , , ,0
2212,1,2212,53,61,52118,3,530610521183.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2213,1,2213,53,61,52107,2,530610521072.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2214,1,2214,53,61,52108,2,530610521082.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2215,1,2215,53,61,52108,3,530610521083.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2216,1,2216,53,61,52108,1,530610521081.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2217,1,2217,53,61,52401,2,530610524012.0,-1,0, , , , , , , , , ,0
2218,1,2218,53,61,41608,3,530610416083.0,-1,0, , , , , , , , , ,0
2219,1,2219,53,61,41000,4,530610410004.0,-1,0, , , , , , , , , ,0
2220,1,2220,53,61,41400,4,530610414004.0,-1,0, , , , , , , , , ,0
2221,1,2221,53,61,41608,4,530610416084.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2222,1,2222,53,61,41607,2,530610416072.0,-1,0, , , , , , , , , ,0
2223,1,2223,53,61,51300,6,530610513006.0,894,897,MLT,MLT_RS 8400,RS 8400,MLT,RS 8400,MLT_RS 8400,MLT_RS 8400,Single family residential,Y,5.18
2224,1,2224,53,61,53504,3,530610535043.0,-1,0, , , , , , , , , ,0
2225,1,2225,53,61,53504,4,530610535044.0,21,22,Arlington,Arlington_SR,SR,Arlington,SR,Arlington_SR,Arlington_SR,Suburban residential,Y,4.53
2226,1,2226,53,61,41301,2,530610413012.0,912,920,Mukilteo,Mukilteo_RD 7.5,RD 7.5,Mukilteo,RD 7.5,Mukilteo_RD 7.5,Mukilteo_RD 7.5,Single family residential,Y,5.8
2227,1,2227,53,61,53505,2,530610535052.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2228,1,2228,53,61,53506,4,530610535064.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2229,1,2229,53,61,53505,3,530610535053.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2230,1,2230,53,61,53700,1,530610537001.0,-1,0, , , , , , , , , ,0
2231,1,2231,53,61,42001,3,530610420013.0,910,918,Mukilteo,Mukilteo_RD 12.5(S),RD 12.5(S),Mukilteo,RD 12.5(S),Mukilteo_RD 12.5(S),Mukilteo_RD 12.5(S),Single family residential - south,Y,3.48
2232,1,2232,53,61,42001,2,530610420012.0,909,917,Mukilteo,Mukilteo_RD 12.5,RD 12.5,Mukilteo,RD 12.5,Mukilteo_RD 12.5,Mukilteo_RD 12.5,Single family residential,Y,3.48
2233,1,2233,53,61,52401,3,530610524013.0,-1,0, , , , , , , , , ,0
2234,1,2234,53,61,51926,2,530610519262.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2235,1,2235,53,61,51925,2,530610519252.0,-1,0, , , , , , , , , ,0
2236,1,2236,53,61,51917,1,530610519171.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2237,1,2237,53,61,51926,1,530610519261.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2238,1,2238,53,61,52107,1,530610521071.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2239,1,2239,53,61,52701,1,530610527011.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2240,1,2240,53,61,41810,3,530610418103.0,-1,0, , , , , , , , , ,0
2241,1,2241,53,61,51914,2,530610519142.0,189,190,Brier,Brier_RS12500,RS12500,Brier,RS12500,Brier_RS12500,Brier_RS12500,Single family residential,Y,3.48
2242,1,2242,53,61,51913,3,530610519133.0,1478,1486,Snoco,"Snoco_R-8,400","R-8,400",Snoco,"R-8,400","Snoco_R-8,400",Snoco_R-8400,Residential,Y,5.18
2243,1,2243,53,61,51913,4,530610519134.0,189,190,Brier,Brier_RS12500,RS12500,Brier,RS12500,Brier_RS12500,Brier_RS12500,Single family residential,Y,3.48
2244,1,2244,53,61,51913,1,530610519131.0,-1,0, , , , , , , , , ,0
2245,1,2245,53,61,51914,1,530610519141.0,189,190,Brier,Brier_RS12500,RS12500,Brier,RS12500,Brier_RS12500,Brier_RS12500,Single family residential,Y,3.48
2246,1,2246,53,61,42005,1,530610420051.0,913,921,Mukilteo,Mukilteo_RD 8.4,RD 8.4,Mukilteo,RD 8.4,Mukilteo_RD 8.4,Mukilteo_RD 8.4,Single familiy residential,Y,5.18
2247,1,2247,53,61,42005,2,530610420052.0,913,921,Mukilteo,Mukilteo_RD 8.4,RD 8.4,Mukilteo,RD 8.4,Mukilteo_RD 8.4,Mukilteo_RD 8.4,Single familiy residential,Y,5.18
2248,1,2248,53,61,50700,5,530610507005.0,341,344,Edmonds,Edmonds_RS-8,RS-8,Edmonds,RS-8,Edmonds_RS-8,Edmonds_RS-8,"Single family 8,000 sqft",Y,5.5
2249,1,2249,53,61,50200,2,530610502002.0,339,342,Edmonds,Edmonds_RS-20,RS-20,Edmonds,RS-20,Edmonds_RS-20,Edmonds_RS-20,"Single family 20,000 sqft",Y,2.2
2250,1,2250,53,61,50200,4,530610502004.0,341,344,Edmonds,Edmonds_RS-8,RS-8,Edmonds,RS-8,Edmonds_RS-8,Edmonds_RS-8,"Single family 8,000 sqft",Y,5.5
2251,1,2251,53,61,50500,4,530610505004.0,-1,0, , , , , , , , , ,0
2252,1,2252,53,61,41100,2,530610411002.0,-1,0, , , , , , , , , ,0
2253,1,2253,53,61,51905,7,530610519057.0,1478,1486,Snoco,"Snoco_R-8,400","R-8,400",Snoco,"R-8,400","Snoco_R-8,400",Snoco_R-8400,Residential,Y,5.18
2254,1,2254,53,61,51905,6,530610519056.0,1478,1486,Snoco,"Snoco_R-8,400","R-8,400",Snoco,"R-8,400","Snoco_R-8,400",Snoco_R-8400,Residential,Y,5.18
2255,1,2255,53,61,41100,3,530610411003.0,-1,0, , , , , , , , , ,0
2256,1,2256,53,61,41100,1,530610411001.0,375,378,Everett,Everett_R-1,R-1,Everett,R-1,Everett_R-1,Everett_R-1,Single family detached low density,Y,7.26
2257,1,2257,53,61,51602,1,530610516021.0,-1,0, , , , , , , , , ,0
2258,1,2258,53,61,41303,3,530610413033.0,-1,0, , , , , , , , , ,0
2259,1,2259,53,61,51914,3,530610519143.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2260,1,2260,53,61,51926,3,530610519263.0,1477,1485,Snoco,"Snoco_R-7,200","R-7,200",Snoco,"R-7,200","Snoco_R-7,200",Snoco_R-7200,Residential,Y,6.05
2261,1,2261,53,61,51925,1,530610519251.0,1477,1485,Snoco,"Snoco_R-7,200","R-7,200",Snoco,"R-7,200","Snoco_R-7,200",Snoco_R-7200,Residential,Y,6.05
2262,1,2262,53,61,52604,3,530610526043.0,-1,0, , , , , , , , , ,0
2263,1,2263,53,61,50700,3,530610507003.0,341,344,Edmonds,Edmonds_RS-8,RS-8,Edmonds,RS-8,Edmonds_RS-8,Edmonds_RS-8,"Single family 8,000 sqft",Y,5.5
2264,1,2264,53,61,51100,1,530610511001.0,892,895,MLT,MLT_RS 4800,RS 4800,MLT,RS 4800,MLT_RS 4800,MLT_RS 4800,Single family residential,Y,9.07
2265,1,2265,53,61,51300,3,530610513003.0,-1,0, , , , , , , , , ,0
2266,1,2266,53,61,51300,1,530610513001.0,894,897,MLT,MLT_RS 8400,RS 8400,MLT,RS 8400,MLT_RS 8400,MLT_RS 8400,Single family residential,Y,5.18
2267,1,2267,53,61,41605,3,530610416053.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2268,1,2268,53,61,42001,4,530610420014.0,909,917,Mukilteo,Mukilteo_RD 12.5,RD 12.5,Mukilteo,RD 12.5,Mukilteo_RD 12.5,Mukilteo_RD 12.5,Single family residential,Y,3.48
2269,1,2269,53,61,52005,4,530610520054.0,-1,0, , , , , , , , , ,0
2270,1,2270,53,61,41202,2,530610412022.0,375,378,Everett,Everett_R-1,R-1,Everett,R-1,Everett_R-1,Everett_R-1,Single family detached low density,Y,7.26
2271,1,2271,53,61,41703,2,530610417032.0,1477,1485,Snoco,"Snoco_R-7,200","R-7,200",Snoco,"R-7,200","Snoco_R-7,200",Snoco_R-7200,Residential,Y,6.05
2272,1,2272,53,61,41500,2,530610415002.0,360,363,Everett,Everett_A-1,A-1,Everett,A-1,Everett_A-1,Everett_A-1,Agriculture,Y,0.2
2273,1,2273,53,61,41905,1,530610419051.0,-1,0, , , , , , , , , ,0
2274,1,2274,53,61,52605,4,530610526054.0,784,787,LakeStevens,LakeStevens_SR,SR,LakeStevens,SR,LakeStevens_SR,LakeStevens_SR-4,Suburban residential,Y,4.53
2275,1,2275,53,61,52605,1,530610526051.0,784,787,LakeStevens,LakeStevens_SR,SR,LakeStevens,SR,LakeStevens_SR,LakeStevens_SR-4,Suburban residential,Y,4.53
2276,1,2276,53,61,52605,3,530610526053.0,784,787,LakeStevens,LakeStevens_SR,SR,LakeStevens,SR,LakeStevens_SR,LakeStevens_SR-4,Suburban residential,Y,4.53
2277,1,2277,53,61,52606,1,530610526061.0,786,789,LakeStevens,LakeStevens_WR,WR,LakeStevens,WR,LakeStevens_WR,LakeStevens_WR-4,Waterfront residential,Y,4.53
2278,1,2278,53,61,51913,2,530610519132.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2279,1,2279,53,61,51500,3,530610515003.0,825,828,Lynnwood,Lynnwood_P-1,P-1,Lynnwood,P-1,Lynnwood_P-1,Lynnwood_P-1,Public,Y,5.18
2280,1,2280,53,61,51601,2,530610516012.0,-1,0, , , , , , , , , ,0
2281,1,2281,53,61,51602,3,530610516023.0,832,835,Lynnwood,Lynnwood_RS-8,RS-8,Lynnwood,RS-8,Lynnwood_RS-8,Lynnwood_RS-8,Residential 8400,Y,5.18
2282,1,2282,53,61,52104,1,530610521041.0,-1,0, , , , , , , , , ,0
2283,1,2283,53,61,52603,1,530610526031.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2284,1,2284,53,61,52203,1,530610522031.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2285,1,2285,53,61,51400,1,530610514001.0,-1,0, , , , , , , , , ,0
2286,1,2286,53,61,41811,2,530610418112.0,-1,0, , , , , , , , , ,0
2287,1,2287,53,61,41100,4,530610411004.0,375,378,Everett,Everett_R-1,R-1,Everett,R-1,Everett_R-1,Everett_R-1,Single family detached low density,Y,7.26
2288,1,2288,53,61,41901,3,530610419013.0,-1,0, , , , , , , , , ,0
2289,1,2289,53,61,41903,1,530610419031.0,-1,0, , , , , , , , , ,0
2290,1,2290,53,61,41904,1,530610419041.0,-1,0, , , , , , , , , ,0
2291,1,2291,53,61,41605,1,530610416051.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2292,1,2292,53,61,52904,1,530610529041.0,844,847,Marysville,Marysville_R4.5 SFM,R4.5 SFM,Marysville,R4.5 SFM,Marysville_R4.5 SFM,Marysville_R-4.5,Medium density single family,Y,4.5
2293,1,2293,53,61,52904,2,530610529042.0,-1,0, , , , , , , , , ,0
2294,1,2294,53,61,52903,1,530610529031.0,-1,0, , , , , , , , , ,0
2295,1,2295,53,61,52903,3,530610529033.0,-1,0, , , , , , , , , ,0
2296,1,2296,53,61,52903,4,530610529034.0,846,849,Marysville,Marysville_R8 SFH-SL,R8 SFH-SL,Marysville,R8 SFH-SL,Marysville_R8 SFH-SL,Marysville_R-8,High density single family small lot,Y,8
2297,1,2297,53,61,52607,1,530610526071.0,1477,1485,Snoco,"Snoco_R-7,200","R-7,200",Snoco,"R-7,200","Snoco_R-7,200",Snoco_R-7200,Residential,Y,6.05
2298,1,2298,53,61,53400,4,530610534004.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2299,1,2299,53,61,53302,2,530610533022.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2300,1,2300,53,61,53302,3,530610533023.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2301,1,2301,53,61,53302,1,530610533021.0,-1,0, , , , , , , , , ,0
2302,1,2302,53,61,53302,5,530610533025.0,1458,1466,Snoco,Snoco_A-10,A-10,Snoco,A-10,Snoco_A-10,Snoco_A-10,Agriculture 10-acre,Y,0.1
2303,1,2303,53,61,51905,3,530610519053.0,1478,1486,Snoco,"Snoco_R-8,400","R-8,400",Snoco,"R-8,400","Snoco_R-8,400",Snoco_R-8400,Residential,Y,5.18
2304,1,2304,53,61,51905,4,530610519054.0,1478,1486,Snoco,"Snoco_R-8,400","R-8,400",Snoco,"R-8,400","Snoco_R-8,400",Snoco_R-8400,Residential,Y,5.18
2305,1,2305,53,61,51905,1,530610519051.0,-1,0, , , , , , , , , ,0
2306,1,2306,53,61,51300,5,530610513005.0,-1,0, , , , , , , , , ,0
2307,1,2307,53,61,51921,2,530610519212.0,-1,0, , , , , , , , , ,0
2308,1,2308,53,61,51915,4,530610519154.0,-1,0, , , , , , , , , ,0
2309,1,2309,53,61,50402,4,530610504024.0,-1,0, , , , , , , , , ,0
2310,1,2310,53,61,41806,2,530610418062.0,375,378,Everett,Everett_R-1,R-1,Everett,R-1,Everett_R-1,Everett_R-1,Single family detached low density,Y,7.26
2311,1,2311,53,61,52804,4,530610528044.0,844,847,Marysville,Marysville_R4.5 SFM,R4.5 SFM,Marysville,R4.5 SFM,Marysville_R4.5 SFM,Marysville_R-4.5,Medium density single family,Y,4.5
2312,1,2312,53,61,53603,3,530610536033.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2313,1,2313,53,61,53602,1,530610536021.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2314,1,2314,53,61,53604,3,530610536043.0,464,467,GraniteFalls,GraniteFalls_LOW DENSITY RESIDENTIAL,LOW DENSITY RESIDENTIAL,GraniteFalls,LOW DENSITY RESIDENTIAL,GraniteFalls_LOW DENSITY RESIDENTIAL,GraniteFalls_R-9600,Residential 9600,Y,4.5
2315,1,2315,53,61,52209,1,530610522091.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2316,1,2316,53,61,52604,1,530610526041.0,786,789,LakeStevens,LakeStevens_WR,WR,LakeStevens,WR,LakeStevens_WR,LakeStevens_WR-4,Waterfront residential,Y,4.53
2317,1,2317,53,61,52604,2,530610526042.0,-1,0, , , , , , , , , ,0
2318,1,2318,53,61,53301,3,530610533013.0,1528,1536,Stanwood,Stanwood_SR 9.6,SR 9.6,Stanwood,SR 9.6,Stanwood_SR 9.6,Stanwood_SR-9.6,Single family residential,Y,6
2319,1,2319,53,61,53302,4,530610533024.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2320,1,2320,53,61,53301,2,530610533012.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2321,1,2321,53,61,52903,2,530610529032.0,-1,0, , , , , , , , , ,0
2322,1,2322,53,61,52301,2,530610523012.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2323,1,2323,53,61,53201,2,530610532012.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2324,1,2324,53,61,53102,1,530610531021.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2325,1,2325,53,61,53102,2,530610531022.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2326,1,2326,53,61,53102,4,530610531024.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2327,1,2327,53,61,53201,3,530610532013.0,1458,1466,Snoco,Snoco_A-10,A-10,Snoco,A-10,Snoco_A-10,Snoco_A-10,Agriculture 10-acre,Y,0.1
2328,1,2328,53,61,53505,4,530610535054.0,1476,1484,Snoco,Snoco_R-5,R-5,Snoco,R-5,Snoco_R-5,Snoco_R-5,Rural 5-acre,Y,0.2
2329,1,2329,53,61,50102,2,530610501022.0,-1,0, , , , , , , , , ,0
2330,1,2330,53,61,52007,1,530610520071.0,-1,0, , , , , , , , , ,0
2331,1,2331,53,61,51917,3,530610519173.0,170,171,Bothell,"Bothell_R 9,600","R 9,600",Bothell,"R 9,600","Bothell_R 9,600",Bothell_R-9600,Residential 9600 min lot,Y,4.53
2332,1,2332,53,61,51300,2,530610513002.0,893,896,MLT,MLT_RS 7200,RS 7200,MLT,RS 7200,MLT_RS 7200,MLT_RS 7200,Single family residential,Y,6.05
2333,1,2333,53,61,50300,2,530610503002.0,341,344,Edmonds,Edmonds_RS-8,RS-8,Edmonds,RS-8,Edmonds_RS-8,Edmonds_RS-8,"Single family 8,000 sqft",Y,5.5
2334,1,2334,53,61,50401,2,530610504012.0,-1,0, , , , , , , , , ,0
2335,1,2335,53,61,50402,2,530610504022.0,341,344,Edmonds,Edmonds_RS-8,RS-8,Edmonds,RS-8,Edmonds_RS-8,Edmonds_RS-8,"Single family 8,000 sqft",Y,5.5
2336,1,2336,53,61,52006,3,530610520063.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2337,1,2337,53,61,52007,3,530610520073.0,1479,1487,Snoco,"Snoco_R-9,600","R-9,600",Snoco,"R-9,600","Snoco_R-9,600",Snoco_R-9600,Residential,Y,4.53
2338,1,2338,53,61,52006,1,530610520061.0,867,870,MillCreek,MillCreek_LDR, ,MillCreek, ,MillCreek_LDR,MillCreek_LDR,Low density residential,Y,4
