FID,Join_Count,TARGET_FID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,FID_FLU_di,OBJECTID,Jurisdicti,Juris_zn,Zone_adj,Jurisdic_1,Zone_adj_1,Juris_zn_1,Key,Definition,Res_Use,MaxDU_Res
1331,1,1331,53,33,9500,2,530330095002.0,-1,0, , , , , , , , , ,0
1332,1,1332,53,33,9000,2,530330090002.0,-1,0, , , , , , , , , ,0
1333,1,1333,53,33,10200,2,530330102002.0,1396,1404,Seattle,Seattle_SF 9600,SF 9600,Seattle,SF 9600,Seattle_SF 9600,Seattle_SF 9600,Single family residential,Y,4.53
1334,1,1334,53,33,24602,1,530330246021.0,863,866,MercerIsland,MercerIsland_R-9.6,R-9.6,MercerIsland,R-9.6,MercerIsland_R-9.6,MercerIsland_R-9.6,Single family,Y,4.53
1335,1,1335,53,33,24901,3,530330249013.0,109,110,Bellevue,Bellevue_R-3.5,R-3.5,Bellevue,R-3.5,Bellevue_R-3.5,Bellevue_R-3.5,Single family residential,Y,3.5
1336,1,1336,53,33,25701,5,530330257015.0,-1,0, , , , , , , , , ,0
1337,1,1337,53,33,32323,3,530330323233.0,-1,0, , , , , , , , , ,0
1338,1,1338,53,33,22606,2,530330226062.0,-1,0, , , , , , , , , ,0
1339,1,1339,53,33,22802,1,530330228021.0,1083,1091,Redmond,Redmond_R-5,R-5,Redmond,R-5,Redmond_R-5,Redmond_R-5,Single family urban,Y,10
1340,1,1340,53,33,22802,2,530330228022.0,1083,1091,Redmond,Redmond_R-5,R-5,Redmond,R-5,Redmond_R-5,Redmond_R-5,Single family urban,Y,10
1341,1,1341,53,33,32103,3,530330321033.0,-1,0, , , , , , , , , ,0
1342,1,1342,53,33,32320,2,530330323202.0,577,580,King,King_RA-2.5,RA-2.5,King,RA-2.5,King_RA-2.5,King_RA-2.5,Rural area,Y,0.4
1343,1,1343,53,33,32319,1,530330323191.0,1621,1629,Woodinville,Woodinville_R-1,R-1,Woodinville,R-1,Woodinville_R-1,Woodinville_R-1,Residential,Y,1
1344,1,1344,53,33,32702,6,530330327026.0,577,580,King,King_RA-2.5,RA-2.5,King,RA-2.5,King_RA-2.5,King_RA-2.5,Rural area,Y,0.4
1345,1,1345,53,33,32319,3,530330323193.0,-1,0, , , , , , , , , ,0
1346,1,1346,53,33,31907,1,530330319071.0,574,577,King,King_R-6,R-6,King,R-6,King_R-6,King_R-6,Residential,Y,9
1347,1,1347,53,33,25101,4,530330251014.0,1109,1117,Renton,Renton_R-6,R-6,Renton,R-6,Renton_R-6,Renton_R-6,Residential 6,Y,6
1348,1,1348,53,33,25101,2,530330251012.0,-1,0, , , , , , , , , ,0
1349,1,1349,53,33,25101,1,530330251011.0,1106,1114,Renton,Renton_R-10,R-10,Renton,R-10,Renton_R-10,Renton_R-10,Residential 10,Y,10
1350,1,1350,53,33,25102,3,530330251023.0,1108,1116,Renton,Renton_R-4,R-4,Renton,R-4,Renton_R-4,Renton_R-4,Residential 4,Y,4
1351,1,1351,53,33,32007,3,530330320073.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
1352,1,1352,53,33,32011,1,530330320111.0,1645,1653,MapleValley,MapleValley_R-4,R-4,MapleValley,R-4,MapleValley_R-4,MapleValley_R-4,Low density residential,Y,4
1353,1,1353,53,33,30005,2,530330300052.0,407,410,FederalWay,FederalWay_RS7.2,RS7.2,FederalWay,RS7.2,FederalWay_RS7.2,FederalWay_RS-7.2,Single family 7200,Y,6.05
1354,1,1354,53,33,30005,1,530330300051.0,-1,0, , , , , , , , , ,0
1355,1,1355,53,33,29902,3,530330299023.0,39,40,Auburn,Auburn_R7,R7,Auburn,R7,Auburn_R7,Auburn_R-7,Residential zone - 7 DU/acre,Y,7
1356,1,1356,53,33,29902,2,530330299022.0,38,39,Auburn,Auburn_R5,R5,Auburn,R5,Auburn_R5,Auburn_R-5,Residential zone - 5 DU/acre,Y,5
1357,1,1357,53,33,29902,1,530330299021.0,38,39,Auburn,Auburn_R5,R5,Auburn,R5,Auburn_R5,Auburn_R-5,Residential zone - 5 DU/acre,Y,5
1358,1,1358,53,33,29901,3,530330299013.0,572,575,King,King_R-4,R-4,King,R-4,King_R-4,King_R-4,Residential,Y,6
1359,1,1359,53,33,27702,3,530330277023.0,576,579,King,King_RA-10,RA-10,King,RA-10,King_RA-10,King_RA-10,Rural area,Y,0.1
1360,1,1360,53,33,27702,2,530330277022.0,-1,0, , , , , , , , , ,0
1361,1,1361,53,33,27702,1,530330277021.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
1362,1,1362,53,33,27701,3,530330277013.0,577,580,King,King_RA-2.5,RA-2.5,King,RA-2.5,King_RA-2.5,King_RA-2.5,Rural area,Y,0.4
1363,1,1363,53,33,27701,5,530330277015.0,576,579,King,King_RA-10,RA-10,King,RA-10,King_RA-10,King_RA-10,Rural area,Y,0.1
1364,1,1364,53,33,27701,4,530330277014.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
1365,1,1365,53,33,27600,2,530330276002.0,217,218,Burien,"Burien_RS-12,000","RS-12,000",Burien,"RS-12,000","Burien_RS-12,000",Burien_RS-12000,Residential single family  12000,Y,3.63
1366,1,1366,53,33,27600,1,530330276001.0,217,218,Burien,"Burien_RS-12,000","RS-12,000",Burien,"RS-12,000","Burien_RS-12,000",Burien_RS-12000,Residential single family  12000,Y,3.63
1367,1,1367,53,33,27500,1,530330275001.0,218,219,Burien,"Burien_RS-7,200","RS-7,200",Burien,"RS-7,200","Burien_RS-7,200",Burien_RS-7200,Residential single family 7200,Y,6.05
1368,1,1368,53,33,24000,1,530330240001.0,104,105,Bellevue,Bellevue_R-1.8,R-1.8,Bellevue,R-1.8,Bellevue_R-1.8,Bellevue_R-1.8,Single family residential estate,Y,1.8
1369,1,1369,53,33,24701,2,530330247012.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
1370,1,1370,53,33,24701,1,530330247011.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
1371,1,1371,53,33,25001,4,530330250014.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
1372,1,1372,53,33,24701,3,530330247013.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
1373,1,1373,53,33,24800,1,530330248001.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
1374,1,1374,53,33,24901,4,530330249014.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
1375,1,1375,53,33,20402,4,530330204024.0,762,765,LakeForestPark,LakeForestPark_RS 10000,RS 10000,LakeForestPark,RS 10000,LakeForestPark_RS 10000,LakeForestPark_RS 10000,"Single family residential, moderate/high",Y,4.35
1376,1,1376,53,33,20402,3,530330204023.0,-1,0, , , , , , , , , ,0
1377,1,1377,53,33,20402,2,530330204022.0,762,765,LakeForestPark,LakeForestPark_RS 10000,RS 10000,LakeForestPark,RS 10000,LakeForestPark_RS 10000,LakeForestPark_RS 10000,"Single family residential, moderate/high",Y,4.35
1378,1,1378,53,33,20402,1,530330204021.0,765,768,LakeForestPark,LakeForestPark_RS 7200,RS 7200,LakeForestPark,RS 7200,LakeForestPark_RS 7200,LakeForestPark_RS 7200,"Single family residential, high",Y,6.05
1379,1,1379,53,33,20401,2,530330204012.0,1445,1453,Shoreline,Shoreline_R6,R6,Shoreline,R6,Shoreline_R6,Shoreline_R-6,Residential 6,Y,6
1380,1,1380,53,33,20401,3,530330204013.0,1445,1453,Shoreline,Shoreline_R6,R6,Shoreline,R6,Shoreline_R6,Shoreline_R-6,Residential 6,Y,6
1381,1,1381,53,33,20300,5,530330203005.0,-1,0, , , , , , , , , ,0
1382,1,1382,53,33,20300,4,530330203004.0,-1,0, , , , , , , , , ,0
1383,1,1383,53,33,20300,3,530330203003.0,-1,0, , , , , , , , , ,0
1384,1,1384,53,33,20300,2,530330203002.0,-1,0, , , , , , , , , ,0
1385,1,1385,53,33,20300,1,530330203001.0,1445,1453,Shoreline,Shoreline_R6,R6,Shoreline,R6,Shoreline_R6,Shoreline_R-6,Residential 6,Y,6
1386,1,1386,53,33,6800,1,530330068001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1387,1,1387,53,33,6700,4,530330067004.0,-1,0, , , , , , , , , ,0
1388,1,1388,53,33,6700,3,530330067003.0,-1,0, , , , , , , , , ,0
1389,1,1389,53,33,6700,2,530330067002.0,-1,0, , , , , , , , , ,0
1390,1,1390,53,33,6700,1,530330067001.0,-1,0, , , , , , , , , ,0
1391,1,1391,53,33,6600,2,530330066002.0,-1,0, , , , , , , , , ,0
1392,1,1392,53,33,6600,1,530330066001.0,-1,0, , , , , , , , , ,0
1393,1,1393,53,33,6500,2,530330065002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1394,1,1394,53,33,6500,3,530330065003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1395,1,1395,53,33,6500,1,530330065001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1396,1,1396,53,33,6400,3,530330064003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1397,1,1397,53,33,6400,2,530330064002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1398,1,1398,53,33,6400,1,530330064001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1399,1,1399,53,33,6300,3,530330063003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1400,1,1400,53,33,100,5,530330001005.0,-1,0, , , , , , , , , ,0
1401,1,1401,53,33,27701,2,530330277012.0,576,579,King,King_RA-10,RA-10,King,RA-10,King_RA-10,King_RA-10,Rural area,Y,0.1
1402,1,1402,53,33,990100,0,530339901000.0,-1,0, , , , , , , , , ,0
1403,1,1403,53,33,1400,4,530330014004.0,1395,1403,Seattle,Seattle_SF 7200,SF 7200,Seattle,SF 7200,Seattle_SF 7200,Seattle_SF 7200,Single family residential,Y,6.05
1404,1,1404,53,33,1600,1,530330016001.0,1395,1403,Seattle,Seattle_SF 7200,SF 7200,Seattle,SF 7200,Seattle_SF 7200,Seattle_SF 7200,Single family residential,Y,6.05
1405,1,1405,53,33,20100,2,530330201002.0,-1,0, , , , , , , , , ,0
1406,1,1406,53,33,20800,4,530330208004.0,1443,1451,Shoreline,Shoreline_R4,R4,Shoreline,R4,Shoreline_R4,Shoreline_R-4,Residential 4,Y,4
1407,1,1407,53,33,20900,3,530330209003.0,1443,1451,Shoreline,Shoreline_R4,R4,Shoreline,R4,Shoreline_R4,Shoreline_R-4,Residential 4,Y,4
1408,1,1408,53,33,9600,5,530330096005.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1409,1,1409,53,33,8001,3,530330080013.0,-1,0, , , , , , , , , ,0
1410,1,1410,53,33,8001,4,530330080014.0,-1,0, , , , , , , , , ,0
1411,1,1411,53,33,3100,5,530330031005.0,1396,1404,Seattle,Seattle_SF 9600,SF 9600,Seattle,SF 9600,Seattle_SF 9600,Seattle_SF 9600,Single family residential,Y,4.53
1412,1,1412,53,33,10100,5,530330101005.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1413,1,1413,53,33,24601,3,530330246013.0,-1,0, , , , , , , , , ,0
1414,1,1414,53,33,11102,1,530330111021.0,-1,0, , , , , , , , , ,0
1415,1,1415,53,33,10200,4,530330102004.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1416,1,1416,53,33,10402,3,530330104023.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1417,1,1417,53,33,10401,2,530330104012.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1418,1,1418,53,33,10702,2,530330107022.0,-1,0, , , , , , , , , ,0
1419,1,1419,53,33,26500,2,530330265002.0,-1,0, , , , , , , , , ,0
1420,1,1420,53,33,12000,2,530330120002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
1421,1,1421,53,33,11900,1,530330119001.0,-1,0, , , , , , , , , ,0
1422,1,1422,53,35,80400,1,530350804001.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1423,1,1423,53,35,80400,2,530350804002.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1424,1,1424,53,35,80500,2,530350805002.0,-1,0, , , , , , , , , ,0
1425,1,1425,53,35,80600,5,530350806005.0,-1,0, , , , , , , , , ,0
1426,1,1426,53,35,80600,3,530350806003.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1427,1,1427,53,35,80600,4,530350806004.0,-1,0, , , , , , , , , ,0
1428,1,1428,53,35,80600,1,530350806001.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1429,1,1429,53,35,81000,1,530350810001.0,-1,0, , , , , , , , , ,0
1430,1,1430,53,35,81000,3,530350810003.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1431,1,1431,53,35,81100,1,530350811001.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1432,1,1432,53,35,81200,2,530350812002.0,-1,0, , , , , , , , , ,0
1433,1,1433,53,35,81200,1,530350812001.0,-1,0, , , , , , , , , ,0
1434,1,1434,53,35,81400,1,530350814001.0,-1,0, , , , , , , , , ,0
1435,1,1435,53,35,92802,3,530350928023.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1436,1,1436,53,35,90201,2,530350902012.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1437,1,1437,53,35,80500,1,530350805001.0,-1,0, , , , , , , , , ,0
1438,1,1438,53,35,81100,2,530350811002.0,-1,0, , , , , , , , , ,0
1439,1,1439,53,35,90202,2,530350902022.0,743,746,Kitsap,Kitsap_RP,RP,Kitsap,RP,Kitsap_RP,Kitsap_RP,Rural protection,Y,0.1
1440,1,1440,53,35,90800,3,530350908003.0,55,56,Bainbridge,Bainbridge_R-0.4,R-0.4,Bainbridge,R-0.4,Bainbridge_R-0.4,BainbridgeIsland_R-0.4,Residential 0.4,Y,0.4
1441,1,1441,53,35,91204,1,530350912041.0,-1,0, , , , , , , , , ,0
1442,1,1442,53,35,91204,2,530350912042.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1443,1,1443,53,35,91301,3,530350913013.0,745,748,Kitsap,Kitsap_RW,RW,Kitsap,RW,Kitsap_RW,Kitsap_RW,Rural wooded,Y,0.05
1444,1,1444,53,35,91201,2,530350912012.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1445,1,1445,53,35,91201,1,530350912011.0,-1,0, , , , , , , , , ,0
1446,1,1446,53,35,91900,2,530350919002.0,-1,0, , , , , , , , , ,0
1447,1,1447,53,35,90101,3,530350901013.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1448,1,1448,53,35,90101,1,530350901011.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1449,1,1449,53,35,92901,2,530350929012.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1450,1,1450,53,35,90102,2,530350901022.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1451,1,1451,53,35,92400,4,530350924004.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1452,1,1452,53,35,92400,3,530350924003.0,743,746,Kitsap,Kitsap_RP,RP,Kitsap,RP,Kitsap_RP,Kitsap_RP,Rural protection,Y,0.1
1453,1,1453,53,35,92500,1,530350925001.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1454,1,1454,53,35,92500,2,530350925002.0,-1,0, , , , , , , , , ,0
1455,1,1455,53,35,92500,3,530350925003.0,-1,0, , , , , , , , , ,0
1456,1,1456,53,35,92500,4,530350925004.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1457,1,1457,53,35,92600,1,530350926001.0,-1,0, , , , , , , , , ,0
1458,1,1458,53,35,92901,3,530350929013.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1459,1,1459,53,35,92901,1,530350929011.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1460,1,1460,53,35,92901,4,530350929014.0,745,748,Kitsap,Kitsap_RW,RW,Kitsap,RW,Kitsap_RW,Kitsap_RW,Rural wooded,Y,0.05
1461,1,1461,53,35,92300,3,530350923003.0,-1,0, , , , , , , , , ,0
1462,1,1462,53,35,92300,1,530350923001.0,-1,0, , , , , , , , , ,0
1463,1,1463,53,35,92300,2,530350923002.0,-1,0, , , , , , , , , ,0
1464,1,1464,53,35,92400,2,530350924002.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1465,1,1465,53,35,92400,1,530350924001.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1466,1,1466,53,35,92200,1,530350922001.0,-1,0, , , , , , , , , ,0
1467,1,1467,53,35,92200,2,530350922002.0,1007,1015,PortOrchard,PortOrchard_R1,R1,PortOrchard,R1,PortOrchard_R1,PortOrchard_R1,Residential 1,Y,8.71
1468,1,1468,53,35,90202,3,530350902023.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1469,1,1469,53,35,90400,1,530350904001.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1470,1,1470,53,35,90400,2,530350904002.0,743,746,Kitsap,Kitsap_RP,RP,Kitsap,RP,Kitsap_RP,Kitsap_RP,Rural protection,Y,0.1
1471,1,1471,53,35,90501,1,530350905011.0,-1,0, , , , , , , , , ,0
1472,1,1472,53,35,90501,3,530350905013.0,-1,0, , , , , , , , , ,0
1473,1,1473,53,35,940100,4,530359401004.0,747,750,Kitsap,Kitsap_SVLR,SVLR,Kitsap,SVLR,Kitsap_SVLR,Kitsap_SVLR,Suquamish Village low residential,Y,2
1474,1,1474,53,35,940100,3,530359401003.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1475,1,1475,53,35,940100,2,530359401002.0,-1,0, , , , , , , , , ,0
1476,1,1476,53,35,940000,2,530359400002.0,-1,0, , , , , , , , , ,0
1477,1,1477,53,35,91100,3,530350911003.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1478,1,1478,53,35,90501,2,530350905012.0,-1,0, , , , , , , , , ,0
1479,1,1479,53,35,91301,2,530350913012.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1480,1,1480,53,35,91302,5,530350913025.0,-1,0, , , , , , , , , ,0
1481,1,1481,53,35,91302,2,530350913022.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1482,1,1482,53,35,91203,1,530350912031.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1483,1,1483,53,35,91203,3,530350912033.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1484,1,1484,53,35,92801,3,530350928013.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1485,1,1485,53,35,92801,1,530350928011.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1486,1,1486,53,35,92802,1,530350928021.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1487,1,1487,53,35,92802,2,530350928022.0,743,746,Kitsap,Kitsap_RP,RP,Kitsap,RP,Kitsap_RP,Kitsap_RP,Rural protection,Y,0.1
1488,1,1488,53,35,92803,1,530350928031.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1489,1,1489,53,35,92902,3,530350929023.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1490,1,1490,53,35,92902,2,530350929022.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1491,1,1491,53,35,92902,1,530350929021.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1492,1,1492,53,35,80700,1,530350807001.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1493,1,1493,53,35,91900,3,530350919003.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1494,1,1494,53,35,80700,3,530350807003.0,-1,0, , , , , , , , , ,0
1495,1,1495,53,35,91900,1,530350919001.0,-1,0, , , , , , , , , ,0
1496,1,1496,53,35,91600,3,530350916003.0,754,757,Kitsap,Kitsap_UR,UR,Kitsap,UR,Kitsap_UR,Kitsap_UR,Urban restricted,Y,5
1497,1,1497,53,35,91700,3,530350917003.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1498,1,1498,53,35,91700,4,530350917004.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1499,1,1499,53,35,80800,1,530350808001.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1500,1,1500,53,35,80900,3,530350809003.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1501,1,1501,53,35,80800,2,530350808002.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1502,1,1502,53,35,92100,3,530350921003.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1503,1,1503,53,35,81000,2,530350810002.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1504,1,1504,53,35,80900,1,530350809001.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1505,1,1505,53,35,92600,2,530350926002.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1506,1,1506,53,35,90300,1,530350903001.0,-1,0, , , , , , , , , ,0
1507,1,1507,53,35,90300,2,530350903002.0,-1,0, , , , , , , , , ,0
1508,1,1508,53,35,91302,1,530350913021.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1509,1,1509,53,35,90300,3,530350903003.0,-1,0, , , , , , , , , ,0
1510,1,1510,53,35,80900,4,530350809004.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1511,1,1511,53,35,92100,2,530350921002.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1512,1,1512,53,35,90300,4,530350903004.0,-1,0, , , , , , , , , ,0
1513,1,1513,53,35,92100,1,530350921001.0,743,746,Kitsap,Kitsap_RP,RP,Kitsap,RP,Kitsap_RP,Kitsap_RP,Rural protection,Y,0.1
1514,1,1514,53,35,90201,1,530350902011.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1515,1,1515,53,35,90201,3,530350902013.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1516,1,1516,53,35,90202,1,530350902021.0,-1,0, , , , , , , , , ,0
1517,1,1517,53,35,90502,1,530350905021.0,-1,0, , , , , , , , , ,0
1518,1,1518,53,35,90101,2,530350901012.0,-1,0, , , , , , , , , ,0
1519,1,1519,53,35,90102,3,530350901023.0,743,746,Kitsap,Kitsap_RP,RP,Kitsap,RP,Kitsap_RP,Kitsap_RP,Rural protection,Y,0.1
1520,1,1520,53,35,90700,1,530350907001.0,54,55,Bainbridge,Bainbridge_NC,NC,Bainbridge,NC,Bainbridge_NC,BainbridgeIsland_NC,Neighborhood Center,Y,2
